KEY,en-US,fr-FR,WorkaroundLocalization - NE PAS SUPPRIMER CE TEXTE
FO_RU_CITIZENS_ACTUALS_INFORMATIONS,"Districts can be made up of two types of population: <color=#ffffdf>citizens</color> <sprite=81> and <color=#ffffdf>wanderers</color> <sprite=84>.

<color=#ffffdf>Wanderers</color> <sprite=84> can be <b>integrated</b> into districts to be transformed into <color=#ffffdf>workers</color> <sprite=82>. They benefit from an <b>excellent transformation rate</b>: 1 <color=#ffffdf>wanderer</color> <sprite=84> will necessarily become 1 <color=#ffffdf>worker</color> <sprite=82> after a small number of cycles <sprite=42>, whereas the transformation rate for <color=#ffffdf>citizens</color> <sprite=81> is <b>much lower</b>.","Les quartiers peuvent être composés de deux types de population : les <color=#ffffdf>citoyens</color> <sprite=81> et les <color=#ffffdf>vagabonds</color> <sprite=84>.

Les <color=#ffffdf>vagabonds</color> <sprite=84> peuvent être intégrés dans les quartiers afin d'être <b>transformés</b> en <color=#ffffdf>travailleurs</color> <sprite=82>. Ils bénéficient d'un <b>excellent taux de transformation</b> : 1 <color=#ffffdf>vagabond</color> <sprite=84> deviendra obligatoirement 1 <color=#ffffdf>travailleur</color> <sprite=82> au bout d'un petit nombre de cycles <sprite=42>, là ou le taux de transformation des <color=#ffffdf>citoyens</color> <sprite=81> est <b>beaucoup plus faible</b>.",
FO_RU_CITIZENS_ACTUALS_NAME,Current residents,Habitants actuels,
FO_RU_CLOSED_DISTRICT,Impossible to modify a closed-off district,Impossible de modifier un quartier reclus,
FO_RU_GROUND_SURFACE_HOUSES,Houses,Habitations,
FO_RU_GROUND_SURFACE_NO_FACTION_WARNING,"After 49% of <color=#ffffdf>wanderers</color> <sprite=84>, no <color=#e4cd9b>faction</color> <sprite=22> will want to join this district.","Passé 49% de <color=#ffffdf>vagabonds</color> <sprite=84>, aucune <color=#e4cd9b>faction</color> <sprite=22> ne voudra rejoindre ce quartier.",
FO_RU_GROUND_SURFACE_WARNING,"After 49% of <color=#ffffdf>wanderers</color> <sprite=84>, the <color=#e4cd9b>faction</color> <sprite=22> will lose [VALUE] trust every cycle <sprite=42>.","Passé 49% de <color=#ffffdf>vagabonds</color> <sprite=84>, la <color=#e4cd9b>faction</color> <sprite=22> perdra [VALUE] confiance tous les cycle <sprite=42>.",
FO_RU_HOUSES_ASSIGNATION_NAME,Housing assignment,Assignation des logements,
FO_RU_HOUSES_ASSIGNATION_PERCENT_BUILD,District made up of houses or empty spaces?,Quartier composé d'habitations ou d'espaces vides ?,
FO_RU_HOUSES_ASSIGNATION_PERCENT_CITIZENS,Inhabitants made up of <color=#ffffdf>citizens</color> <sprite=81> or <color=#ffffdf>wanderers</color> <sprite=84> ?,Habitants composés de <color=#ffffdf>citoyens</color> <sprite=81> ou de <color=#ffffdf>vagabonds</color> <sprite=84> ?,
FO_RU_HOUSES_ASSIGNATION_PERCENT_INFORMATIONS,"With this ruler, you can customize the assignment of houses in this district.
<sprite=18> More than 1% <color=#ffffdf>wanderers</color> <sprite=84>: the lodgers will gradually be integrated into the city's population and become <color=#ffffdf>workers</color> <sprite=82>
<sprite=18> More than 33% <color=#ffffdf>wanderers</color> <sprite=84>: the district's risk level will increase slightly
<sprite=18> Over 49% <color=#ffffdf>wanderers</color> <sprite=84>: no <color=#e4cd9b>faction</color> <sprite=22>  will want to join the neighborhood, and if there is one in place, it will lose a certain rate of trust every cycle <sprite=42>.","Avec cette réglette, vous avez la possibilité de personnaliser l'assignation des habitations de ce quartier.
<sprite=18> Plus d'1% de <color=#ffffdf>vagabonds</color> <sprite=84> : les logés seront progressivement intégrés à la population de la ville et deviendront des <color=#ffffdf>travailleurs</color> <sprite=82>
<sprite=18> Plus de 33% de <color=#ffffdf>vagabonds</color> <sprite=84> : le niveau de risque du quartier augmentera légèrement
<sprite=18> Plus de 49% de <color=#ffffdf>vagabonds</color> <sprite=84> : aucune <color=#e4cd9b>faction</color> <sprite=22>  ne voudra rejoindre le quartier et s'il y en a une en place, elle perdra un certain taux de confiance tous les cycles <sprite=42>.",
FO_RU_LUP_AN1,Antiquity 1,Antiquité 1,
FO_RU_LUP_AN2,Antiquity 2,Antiquité 2,
FO_RU_LUP_MA1,Middle Age 1,Moyen Âge 1,
FO_RU_LUP_MA2,Middle Age 2,Moyen Âge 2,
FO_RU_LUP_RE1,Renaissance 1,Renaissance 1,
FO_RU_LUP_RE2,Renaissance 2,Renaissance 2,
FO_RU_LUP_SDL1,Age of Enlightenment 1,Siècle des Lumières 1,
FO_RU_LUP_SDL2,Age of Enlightenment 2,Siècle des Lumières 2,
FO_RU_MODIFICATIONS_COST_INFORMATIONS,"The further the requested modifications are from the district's current parameters, the higher the cost. To minimize the risks associated with your districts, here are a few tips:
<sprite=18> Keeping your <color=#e4cd9b>factions'</color> <sprite=22> trust high will lower the cost of modifying their districts
<sprite=18> Not over-densifying your neighborhoods will minimize the level of risk associated with <color=#B7644C>incidents</color> (<sprite=44>, <sprite=45>, <sprite=48>, <sprite=49>)
<sprite=18> Integrate <color=#ffffdf>wanderers</color> <sprite=84> little by little, or in specific neighborhoods, without <color=#e4cd9b>factions</color> <sprite=22>","Plus les modifications demandées seront éloignées des paramètres actuels du district, plus le coût sera élevé. Afin de minimiser les risques liés à vos quartiers, voici quelques conseils :
<sprite=18> Garder une confiance élevée de vos <color=#e4cd9b>factions</color> <sprite=22>  baissera le coût de modification de leurs quartiers
<sprite=18> Ne pas trop densifier ses quartiers minimise le niveau de risque lié aux <color=#B7644C>incidents</color> (<sprite=44>, <sprite=45>, <sprite=48>, <sprite=49>)
<sprite=18> Intégrer les <color=#ffffdf>vagabonds</color> <sprite=84> petit à petit, ou dans des quartiers spécifiques, sans <color=#e4cd9b>factions</color> <sprite=22>",
FO_RU_MODIFICATIONS_COST_NOT_ENOUGH_MONEY,Not enough <color=#efd662>gold coins</color> <sprite=80>.,Pas assez de <color=#efd662>pièces d'or</color> <sprite=80>.,
FO_RU_MODIFICATIONS_COST_NOT_ENOUGH_PDC,Not enough <color=#9aa7ff>Religious</color> <sprite=95> culture points.,Pas assez de points de culture <color=#9aa7ff>Religieux</color> <sprite=95>.,
FO_RU_MODIFICATIONS_COST_TITLE,Modification costs,Coûts des modifications,
FO_RU_NO_DISTRICT,Select a district to start using the <color=#9aa7ff>Master Builder's Office</color> <sprite=24>.,Sélectionner un district pour commencer à utiliser l'<color=#9aa7ff>Office du Maître d'Œuvre</color> <sprite=24>.,
FO_RU_NOMINATION_FLOORS_DESC,Represents the average number of floors in the neighborhood defined by the pre-fill (image). The first floor counts as one storey.,Représente le nombre d'étages moyens du quartier défini par le pré-remplissage (image). Le rez-de-chaussée compte comme un étage.,
FO_RU_NOMINATION_MAXIMUM_CITIZENS,Maximum number of inhabitants,Nombre d'habitants maximum,
FO_RU_NOMINATION_MAXIMUM_CITIZENS_DESC,"Determines the maximum number of citizens in the neighborhood, as defined by the pre-fill (image). This information does not take into account <color=#ffffdf>wanderers</color> <sprite=84>, which by default are set to 0.","Détermine le nombre maximum de citoyens du quartier, défini par le pré-remplissage (image). Cette information ne prend pas en compte les <color=#ffffdf>vagabonds</color> <sprite=84>, qui par défaut sont à 0.",
FO_RU_NOMINATION_TOOLTIP,"Floors: [FLOOR]
Visual density: [DENSITY]
Maximum number of inhabitants: [POP]","Étages : [FLOOR]
Densité visuelle : [DENSITY]
Nombre d'habitants maximum : [POP]",
FO_RU_NOMINATION_VISUAL_DENSITY,Visual density,Densité visuelle,
FO_RU_NOMINATION_VISUAL_DENSITY_DESC,"Designates the percentage of buildings in the neighborhood defined by the pre-fill (image). The higher the percentage, the higher the number of dwellings or large buildings.","Désigne le pourcentage de constructions dans le quartier défini par le pré-remplissage (image). Plus il est élevé, plus il y aura d'habitations ou de larges immeubles.",
FO_RU_PERCENT_VALUES,[VALUE]%,[VALUE]%,
FO_RU_PLOTS_DESC,"Plot [NAME] [VALUE]: changes to the facade and size of buildings, [VALUE2] maximum inhabitants","Parcellaire [NAME] [VALUE] : modifications de la façade et de la taille des bâtiments, [VALUE2] habitants maximums",
FO_RU_PLOTS_INFORMATIONS,"<color=#9aa7ff>Urban planning rules</color> <sprite=24> can change twice per age. When a district is created, it takes on the parameters of the last <color=#9aa7ff>urban planning rule</color> <sprite=24> unlocked.
<sprite=18> The images at the top of the category indicate <b>pre-fills of these rules</b> and can be used to change the appearance and parameters of a specific district
<sprite=18> The three icons below indicate the <b>parameters of the chosen image</b>: number of floors (can be a range), building density and number of citizens the neighborhood can accommodate depending on the image selected. Please note that these <b>values may vary depending on the other parameters</b>.
<sprite=18> The slider can be modified, between 20% and 80%, affecting the visual aspect of the neighborhood as well as its capacity.","Les <color=#9aa7ff>règles d'urbanisme</color> <sprite=24> peuvent changer deux fois par âge. À la création d'un quartier, celui-ci prend les paramètres de la dernière <color=#9aa7ff>règle d'urbanisme</color> <sprite=24> débloquée.
<sprite=18> Les images en haut de la catégorie indiquent des <b>règles pré-remplies</b> et peuvent être utilisées pour changer l'apparence et les paramètres d'un quartier spécifique
<sprite=18> Les trois icônes en dessous indiquent les paramètres de l'image choisie : nombre d'étages (peut s'agir d'une fourchette), la densité de construction et le nombre de citoyens que le quartier peut accueillir. Attention, ces valeurs <b>peuvent varier selon les autres paramètres</b>
<sprite=18> La réglette peut être modifiée, entre 20% et 80%, jouant sur le visuel du quartier ainsi que sa capacité d'accueil",
FO_RU_PLOTS_NAME,Urban planning rules,Règles d'urbanisme,
FO_RU_STATE_WANDERERS_DESC,"There's no empty space left in the city for new citizens. Instead, wanderers are moving in.","Il n'y a plus de place dans la ville pour intégrer des nouveaux citoyens. A la place, ce sont des vagabonds qui s'installent.",
FO_RU_STATE_WANDERERS_TITLE,Arrival of wanderers,Arrivée de vagabonds,
FO_RU_STATE_WANDERERS_VALUES,Number of <color=#ffffdf>wanderers</color> <sprite=84> in the next cycle <sprite=42>: [VALUE].,Nombre de <color=#ffffdf>vagabonds</color> <sprite=84> au prochain cycle <sprite=42> : [VALUE],
FO_RU_TOTAL_COST,Modify ([VALUE] <sprite=[ID]>),Modifier ([VALUE] <sprite=[ID]>),
FO_RU_TOTAL_LOSE_POP,This district will lose [CITIZEN] <color=#ffffdf>citizens</color> <sprite=81> and [WAND] <color=#ffffdf>wanderers</color> <sprite=84>.,Ce quartier perdra [CITIZEN] <color=#ffffdf>citoyens</color> <sprite=81> et [WAND] <color=#ffffdf>vagabonds</color> <sprite=84>.,
FO_RU_TOTAL_RISKS,"Above [VALUE] of <color=#ffffdf>wanderers</color> <sprite=84> the incident risk level (<sprite=44>, <sprite=45>, <sprite=48>, <sprite=49>) increases.","Au dessus de [VALUE] de <color=#ffffdf>vagabonds</color> <sprite=84> le niveau de risque d'incidents (<sprite=44>, <sprite=45>, <sprite=48>, <sprite=49>) augmente.",
FO_RU_WINDOW_VALIDE_DESC,"If you change the <color=#9aa7ff>urban planning rules</color> <sprite=24> for this district, the changes will be immediate.","Si vous modifiez les <color=#9aa7ff>règles d'urbanisme</color> <sprite=24> de ce quartier, les changements seront immédiats.",
FO_RU_WINDOW_VALIDE_TITLE,Validating changes,Validation des modifications,
GD_ATTRITION_CONSTRUCTION_TIME_ADD,Construction time is increased by [VALUE]%,Le temps de construction est augmenté de [VALUE]%,
GD_ATTRITION_FEELING_LESS,<color=#4ba38a>Satisfactions</color> <sprite=95> gain reduced by [VALUE]%,Le gain de <color=#4ba38a>satisfactions</color> <sprite=95> est réduit de [VALUE]%,
GD_ATTRITION_LESS_ATTRACTION,<color=#10df8a>Attraction</color> <sprite=28> reduced by [VALUE]%,L'<color=#10df8a>attraction</color> <sprite=28> générée est réduite de [VALUE]%,
GD_ATTRITION_PRODUCTION_LESS,Production is reduced by [VALUE]%,La production est réduite de [VALUE]%,
GD_FEELINGS_1_GD_DESC,Product [VALUE] [NAME] <color=#4ba38a>satisfactions</color> <sprite=95>,Produit [VALUE] [NAME] <color=#4ba38a>satisfactions</color> <sprite=95>,
GD_FEELINGS_2_GD_DESC,Product [VALUE] [NAME] and [VALUE2] [NAME2] <color=#4ba38a>satisfactions</color> <sprite=95>,Produit [VALUE] [NAME] et [VALUE2] [NAME2] <color=#4ba38a>satisfactions</color> <sprite=95>.,
GD_FEELINGS_3_GD_DESC,"Product [VALUE] [NAME], [VALUE2] [NAME2] and [VALUE3] [NAME3] <color=#4ba38a>satisfactions</color> <sprite=95>","Produit [VALUE] [NAME], [VALUE2] [NAME2] et [VALUE3] [NAME3] <color=#4ba38a>satisfactions</color> <sprite=95>",
GD_STOP_CULTURE_BUTTON,Stop ([VALUE] <sprite=[ID]>),Arrêter ([VALUE] <sprite=[ID]>),
GD_STOP_GOLD_BUTTON,Stop ([VALUE] <sprite=80>),Arrêter ([VALUE] <sprite=80>),
GD_UNLOCK_BLUEPRINT_BUTTON,Buy ([VALUE] <sprite=52>),Acheter ([VALUE] <sprite=52>),
GD_UNLOCK_GOLD_COINS_BUTTON,Buy ([VALUE] <sprite=80>),Acheter ([VALUE] <sprite=80>),
GE_ARCHITECT_LORE,"In the Architectural Office, workers draw up plans for the buildings that are to fulfil the functions necessary for city life, respecting and sublimating current cultural codes, while taking into account various budgetary constraints.","Dans le Cabinet d'Architecte, les travailleurs élaborent les plans des bâtiments devant remplir les fonctions nécessaires à la vie de la cité, en respectant et sublimant les codes culturels en cours, tout en prenant en compte diverses contraintes budgétaires.",
GE_ARCHITECT_NAME,Architectural Office,Cabinet d'Architecte,
GE_BRICKWORKS_ATTRACTION_LORE,"<color=#d7d7d7><i>The Unobtrusive brickwork ensures that the residents of your town can work meticulously and with less noise. Of course, they won't be able to escape the heat of the kilns and the tinkling of the tools, but at least it will be less difficult to live nearby.</i></color>","<color=#d7d7d7><i>La Briqueterie discrète assure aux habitants de votre ville un travail méticuleux et un moindre bruit. Certes, ils ne pourront pas échapper à la chaleur des fours et au tintement des outils, mais au moins, il sera moins difficile de vivre à proximité.</i></color>",
